Match ID;Region;Team;Pick;pick rival;pick Decider;Orden pick;Gano mapa Propio;gano mapa Rival;gano Decider;pick propio Pistol atk;Pick propio Pistol def;pick propio Atk propio;pick propio Defensa propia;pick propio Atk rival;pick propio Def rival;pick rival Pistol Atk;pick rival Pisto Def;pick rival Atk propio;pick rival Defensa propia; pick rival Atk rival;pick rival  Def rival;pick decider Pistol Atk;pick decider Pisto Def;pick decider Atk propio;pick decider Defensa propia;pick decider Atk rival;pick decider Def rival;Torneo;Stats equipo;;;;;;;;;;;
M-221;China;Eduard;Fracture;Lotus;Bind;2do;1;1;No jugado;0;1;8;5;7;3;1;0;8;5;2;4;;;0;0;0;0;Master Tokio;5.2;;;;;;;;;;;
M-222;EMEA;Fnatic;Lotus;Bind;Split;1ro;1;1;No jugado;0;1;1;12;0;5;1;1;9;4;4;3;;;;;;;Master Tokio;5.78;;;;;;;;;;;
M-222;Pacific;Paper Rex;Bind;Lotus;Split;2do;0;0;No jugado;0;0;4;3;9;4;0;1;0;5;1;12;;;0;0;0;0;Master Tokio;5.86;;;;;;;;;;;
M-223;Americas;Evil Genius;Fracture;Haven;Split;1ro;1;1;No jugado;1;0;11;2;1;1;0;1;6;7;5;4;;;;;;;Master Tokio;5.57;;;;;;;;;;;
M-223;EMEA;Liquid;Haven;Fracture;Split;2do;0;0;No jugado;0;1;5;4;6;7;1;0;1;1;11;2;;;0;0;0;0;Master Tokio;5.33;;;;;;;;;;;
M-224;Americas;NRG;Haven;Ascent;Split;1ro;1;0;1;0;0;5;9;4;8;0;1;3;5;7;6;0;1;8;5;1;4;Master Tokio;5.25;;;;;;;;;;;
M-224;EMEA;Liquid;Ascent;Haven;Split;2do;1;0;0;0;1;7;6;3;5;1;1;4;8;5;9;0;1;1;4;8;5;Master Tokio;5.33;;;;;;;;;;;
M-225;China;Eduard;Fracture;Split;Lotus;1ro;0;1;0;1;1;4;8;5;9;0;0;6;7;3;6;0;1;4;4;5;8;Master Tokio;5.2;;;;;;;;;;;
M-225;Pacific;Paper Rex;Split;Fracture;Lotus;2do;0;1;1;1;1;3;6;6;7;0;0;5;9;4;8;0;1;5;8;4;4;Master Tokio;5.86;;;;;;;;;;;
M-226;Americas;NRG;Pearl;Lotus;Bind;1ro;0;1;0;1;1;6;7;7;8;1;1;10;3;4;2;0;1;7;4;8;5;Master Tokio;5.25;;;;;;;;;;;
M-226;Pacific;Paper Rex;Lotus;Pearl;Bind;2do;0;1;1;0;0;4;2;10;3;0;0;7;8;6;7;0;1;8;5;7;4;Master Tokio;5.86;;;;;;;;;;;
M-227;EMEA;Fnatic;Lotus;Fracture;Split;1ro;1;0;1;1;1;10;3;1;2;0;1;3;6;4;9;1;0;7;6;6;5;Master Tokio;5.78;;;;;;;;;;;
M-227;Americas;Evil Genius;Fracture;Lotus;Split;2do;1;0;0;0;1;4;9;3;6;0;0;1;2;10;3;1;0;6;5;7;6;Master Tokio;5.57;;;;;;;;;;;
M-228;Americas;Evil Genius;Fracture;Lotus;;1ro;1;1;No jugado;0;1;4;9;3;4;0;1;8;6;7;5;;;;;;;Master Tokio;5.57;;;;;;;;;;;
M-228;Pacific;Paper Rex;Lotus;Fracture;0;2do;0;0;No jugado;0;1;7;5;8;6;0;1;3;4;4;9;;;0;0;0;0;Master Tokio;5.86;;;;;;;;;;;
M-229;Americas;Evil Genius;Split;Pearl;Ascent;3ro;0;1;1;0;1;2;8;4;9;1;1;6;7;5;1;0;1;8;5;4;4;Master Tokio;5.57;;;;;;;;;;;
M-229;Pacific;Paper Rex;Pearl;Split;Ascent;4to;0;1;0;0;0;5;1;6;7;0;1;4;9;2;8;0;1;4;4;8;5;Master Tokio;5.86;;;;;;;;;;;
M-230;EMEA;Fnatic;Lotus;Split;;1ro;1;1;No jugado;0;1;6;7;2;6;0;1;5;8;4;7;;;;;;;Master Tokio;5.78;;;;;;;;;;;
M-230;Americas;Evil Genius;Split;Lotus;0;2do;0;0;No jugado;0;1;4;7;5;8;0;1;2;6;6;7;;;0;0;0;0;Master Tokio;5.57;;;;;;;;;;;
M-231;EMEA;Fnatic;Bind;Ascent;Haven;1ro;1;No jugado;No jugado;0;1;9;5;8;4;;;;;;;;;;;;;Master Tokio;5.78;;;;;;;;;;;
M-231;Americas;Evil Genius;Ascent;Bind;Haven;2do;0;0;No jugado;;;0;0;0;0;0;1;8;4;9;5;;;0;0;0;0;Master Tokio;5.57;;;;;;;;;;;
M-232;Americas;KRU;Bind;Lotus;Ascent;1ro;1;1;No jugado;0;1;4;9;3;4;1;1;9;4;5;3;;;;;;;LCQ Americas;5.46;;;;;;;;;;;
M-232;Americas;mibr;Lotus;Bind;Ascent;2do;0;0;No jugado;0;0;5;3;9;4;0;1;3;4;4;9;;;0;0;0;0;LCQ Americas;5.43;;;;;;;;;;;
M-233;Americas;KRU;Split;Ascent;Bind;1ro;0;1;1;0;0;7;5;8;6;0;0;9;4;1;3;0;0;5;8;7;4;LCQ Americas;5.46;;;;;;;;;;;
M-233;Americas;FURIA;Ascent;Split;Bind;2do;0;1;0;1;1;1;3;9;4;1;1;8;6;7;5;1;1;7;4;5;8;LCQ Americas;5.42;;;;;;;;;;;
M-234;Americas;100 Thieves;Pearl;Split;Bind;1ro;1;0;0;0;1;4;10;3;9;0;1;0;7;5;8;1;0;5;2;10;3;LCQ Americas;5.55;;;;;;;;;;;
M-234;Americas;Sentinels;Split;Pearl;Bind;2do;1;0;1;0;1;5;8;0;7;0;1;3;9;4;10;1;0;10;3;5;2;LCQ Americas;5.88;;;;;;;;;;;
M-235;Americas;Sentinels;Pearl;Fracture;Split;1ro;0;1;0;0;0;4;4;8;5;1;1;4;9;3;2;0;0;4;4;8;5;LCQ Americas;5.88;;;;;;;;;;;
M-235;Americas;Cloud9;Fracture;Pearl;Split;2do;0;1;1;0;0;3;2;4;9;1;1;8;5;4;4;1;1;8;5;4;4;LCQ Americas;5.78;;;;;;;;;;;
M-236;Americas;KRU;Split;Lotus;Haven;1ro;1;1;No jugado;0;1;9;4;2;3;1;1;6;7;5;2;;;;;;;LCQ Americas;5.46;;;;;;;;;;;
M-236;Americas;Leviatan;Lotus;Split;Haven;2do;0;0;No jugado;0;0;5;2;6;7;0;1;2;3;9;4;;;0;0;0;0;LCQ Americas;5.47;;;;;;;;;;;
M-237;Americas;Leviatan;Fracture;Split;Pearl;1ro;1;1;No jugado;1;1;6;7;2;6;1;0;5;8;4;0;;;;;;;LCQ Americas;5.47;;;;;;;;;;;
M-237;Americas;Sentinels;Split;Fracture;Pearl;2do;0;0;No jugado;1;0;4;0;5;8;0;0;2;6;6;7;;;0;0;0;0;LCQ Americas;5.88;;;;;;;;;;;
M-238;Americas;KRU;Ascent;Pearl;Haven;1ro;0;1;1;1;0;4;0;5;8;1;0;12;1;4;0;0;0;8;5;2;4;LCQ Americas;5.46;;;;;;;;;;;
M-238;Americas;Cloud9;Pearl;Ascent;Haven;2do;0;1;0;1;0;4;0;12;1;1;0;5;8;4;0;1;1;2;4;8;5;LCQ Americas;5.78;;;;;;;;;;;
M-239;EMEA;KOI;Fracture;Pearl;Haven;1ro;1;0;1;1;0;8;5;7;1;0;0;2;8;4;9;1;1;5;8;4;2;LCQ EMEA;5.49;;;;;;;;;;;
M-239;EMEA;Heretics;Pearl;Fracture;Haven;2do;1;0;0;1;1;4;9;2;8;1;0;7;1;8;5;0;0;4;2;5;8;LCQ EMEA;5.26;;;;;;;;;;;
M-240;EMEA;BBL;Haven;Lotus;Bind;1ro;1;0;0;0;0;5;9;6;7;1;1;5;4;6;7;1;0;7;5;8;6;LCQ EMEA;5.31;;;;;;;;;;;
M-240;EMEA;Karmine Corp;Lotus;Haven;Bind;2do;1;0;1;0;0;6;7;5;4;1;1;6;7;5;9;1;0;8;6;7;5;LCQ EMEA;5.04;;;;;;;;;;;
M-241;EMEA;KOI;Split;Lotus;Ascent;1ro;1;1;No jugado;1;1;6;7;0;6;1;1;4;9;3;0;;;;;;;LCQ EMEA;5.49;;;;;;;;;;;
M-241;EMEA;Navi;Lotus;Split;Ascent;2do;0;0;No jugado;0;0;3;0;4;9;0;0;0;6;6;7;;;0;0;0;0;LCQ EMEA;5.49;;;;;;;;;;;
M-242;EMEA;Karmine Corp;Pearl;Split;Lotus;1ro;0;0;No jugado;0;1;3;8;4;9;0;0;3;2;10;3;;;;;;;LCQ EMEA;5.04;;;;;;;;;;;
M-242;EMEA;Giants;Split;Pearl;Lotus;2do;1;1;No jugado;1;1;10;3;3;2;0;1;4;9;3;8;;;0;0;0;0;LCQ EMEA;5.77;;;;;;;;;;;
M-243;EMEA;Karmine Corp;Lotus;Ascent;Pearl;1ro;0;1;0;1;0;5;1;6;7;1;1;6;7;5;2;0;1;3;4;8;5;LCQ EMEA;5.04;;;;;;;;;;;
M-243;EMEA;Navi;Ascent;Lotus;Pearl;2do;0;1;1;0;0;5;2;6;7;1;0;6;7;5;1;0;1;8;5;3;4;LCQ EMEA;5.49;;;;;;;;;;;
M-244;EMEA;KOI;Haven;Pearl;Ascent;1ro;0;0;No jugado;1;0;5;7;6;8;0;0;0;5;7;6;;;;;;;LCQ EMEA;5.49;;;;;;;;;;;
M-244;EMEA;Giants;Pearl;Haven;Ascent;2do;1;1;No jugado;1;1;7;6;0;5;1;0;6;8;5;7;;;0;0;0;0;LCQ EMEA;5.77;;;;;;;;;;;
M-245;EMEA;KOI;Split;Pearl;;1ro;0;0;No jugado;0;1;5;7;6;8;1;0;8;2;10;3;;;;;;;LCQ EMEA;5.49;;;;;;;;;;;
M-245;EMEA;Navi;Pearl;Split;0;2do;1;1;No jugado;1;0;10;3;8;2;0;1;6;8;5;7;;;0;0;0;0;LCQ EMEA;5.49;;;;;;;;;;;
M-246;EMEA;KOI;Fracture;Ascent;Lotus;3ro;0;No jugado;No jugado;0;0;7;2;8;5;;;;;;;;;;;;;LCQ EMEA;5.49;;;;;;;;;;;
M-246;EMEA;Navi;Ascent;Fracture;Lotus;4to;0;1;No jugado;;;0;0;0;0;1;1;8;5;7;2;;;0;0;0;0;LCQ EMEA;5.49;;;;;;;;;;;
M-247;Pacific;DFM;Fracture;Ascent;Pearl;1ro;0;0;No jugado;0;0;2;5;7;6;0;1;3;5;7;6;;;;;;;LCQ Pacific;5.77;;;;;;;;;;;
M-247;Pacific;Talon;Ascent;Fracture;Pearl;2do;1;1;No jugado;0;1;7;6;3;5;1;1;7;6;2;5;;;0;0;0;0;LCQ Pacific;5.27;;;;;;;;;;;
M-248;Pacific;Global;Split;Ascent;Bind;1ro;0;0;No jugado;0;0;5;5;7;6;1;1;4;6;6;7;;;;;;;LCQ Pacific;5.75;;;;;;;;;;;
M-248;Pacific;Rex Regnum;Ascent;Split;Bind;2do;1;1;No jugado;0;0;6;7;4;6;1;1;7;6;5;5;;;0;0;0;0;LCQ Pacific;5.44;;;;;;;;;;;
M-249;Pacific;Talon;Pearl;Split;Haven;1ro;1;0;0;0;1;3;10;2;9;0;1;5;5;6;7;0;0;9;4;10;5;LCQ Pacific;5.27;;;;;;;;;;;
M-249;Pacific;Gen.G;Split;Pearl;Haven;2do;1;0;1;0;1;6;7;5;5;0;1;2;9;3;10;1;1;10;5;9;4;LCQ Pacific;5.38;;;;;;;;;;;
M-250;Pacific;Rex Regnum;Haven;Split;Ascent;1ro;1;0;0;1;1;3;10;2;0;1;0;5;3;7;6;0;1;10;9;11;10;LCQ Pacific;5.44;;;;;;;;;;;
M-250;Pacific;Zeta Division;Split;Haven;Ascent;2do;1;0;1;1;0;7;6;5;3;0;0;2;0;3;10;0;1;11;10;10;9;LCQ Pacific;5.21;;;;;;;;;;;
M-251;Pacific;Team Secret;Haven;Ascent;Lotus;1ro;1;1;No jugado;0;1;4;9;3;3;1;1;5;8;4;4;;;;;;;LCQ Pacific;5.37;;;;;;;;;;;
M-251;Pacific;Gen.G;Ascent;Haven;Lotus;2do;0;0;No jugado;0;0;4;4;5;8;0;1;3;3;4;9;;;0;0;0;0;LCQ Pacific;5.38;;;;;;;;;;;
M-252;Pacific;Team Secret;Lotus;Fracture;Ascent;1ro;0;0;No jugado;1;0;6;3;9;4;1;0;6;1;7;6;;;;;;;LCQ Pacific;5.37;;;;;;;;;;;
M-252;Pacific;Zeta Division;Fracture;Lotus;Ascent;2do;1;1;No jugado;1;0;7;6;6;1;1;0;9;4;6;3;;;0;0;0;0;LCQ Pacific;5.21;;;;;;;;;;;
M-253;Pacific;Team Secret;Haven;Pearl;;1ro;0;1;No jugado;0;1;3;7;4;9;1;1;5;8;4;7;;;;;;;LCQ Pacific;5.37;;;;;;;;;;;
M-253;Pacific;Gen.G;Pearl;Haven;0;2do;0;1;No jugado;0;0;4;7;5;8;0;1;4;9;3;7;;;0;0;0;0;LCQ Pacific;5.38;;;;;;;;;;;
M-254;Pacific;Team Secret;Ascent;Lotus;Fracture;1ro;1;1;No jugado;1;1;10;3;0;2;1;0;10;3;4;2;;;;;;;LCQ Pacific;5.37;;;;;;;;;;;
M-254;Pacific;Gen.G;Lotus;Ascent;Fracture;2do;0;0;No jugado;1;0;4;2;10;3;0;0;0;2;10;3;;;0;0;0;0;LCQ Pacific;5.38;;;;;;;;;;;
M-255;Pacific;Zeta Division;Fracture;Ascent;;1ro;1;0;No jugado;1;0;6;8;5;7;0;0;3;6;6;7;;;;;;;LCQ Pacific;5.21;;;;;;;;;;;
M-255;Pacific;Team Secret;Ascent;Fracture;0;2do;1;0;No jugado;1;1;6;7;3;6;1;0;5;7;6;8;;;0;0;0;0;LCQ Pacific;5.37;;;;;;;;;;;
M-256;Pacific;Zeta Division;Split;Lotus;Bind;1ro;1;1;No jugado;1;0;10;3;5;2;1;1;7;6;1;5;;;;;;;LCQ Pacific;5.21;;;;;;;;;;;
M-256;Pacific;Team Secret;Lotus;Split;Bind;2do;0;0;No jugado;0;0;1;5;7;6;1;0;5;2;10;3;;;0;0;0;0;LCQ Pacific;5.37;;;;;;;;;;;
M-257;Pacific;Rex Regnum;Haven;Lotus;Ascent;1ro;0;1;0;0;0;4;2;5;8;1;1;10;3;0;2;0;0;4;3;9;4;LCQ Pacific;5.44;;;;;;;;;;;
M-257;Pacific;Gen.G;Lotus;Haven;Ascent;2do;0;1;1;0;0;0;2;10;3;1;1;5;8;4;2;1;1;9;4;4;3;LCQ Pacific;5.38;;;;;;;;;;;
M-1;EMEA;KOI;Haven;Icebox;Pearl;2do;0;0;No jugado;1;1;5;4;8;5;1;0;9;2;10;3;;;0;0;0;0;LOCK//IN;5.49;;;;;;1;;5;4;8;5
M-1;Americas;NRG;Icebox;Haven;Pearl;1ro;1;1;No jugado;1;0;10;3;9;2;0;0;8;5;5;4;0;0;0;0;0;0;LOCK//IN;5.25;;;;;;1;;10;3;9;2
M-2;EMEA;Giants;Icebox;Haven;Pearl;2do;1;1;No jugado;1;1;8;5;3;4;1;1;5;8;4;0;;;0;0;0;0;LOCK//IN;5.77;;;;;;0;;8;5;3;4
M-2;Pacific;DFM;Haven;Icebox;Pearl;1ro;0;0;No jugado;0;0;4;0;5;8;0;0;3;4;8;5;0;0;0;0;0;0;LOCK//IN;5.77;;;;;;1;;4;0;5;8
M-3;EMEA;Karmine Corp;Haven;Lotus;Pearl;2do;0;1;1;0;0;6;2;7;6;1;1;5;8;4;2;0;1;7;6;1;5;LOCK//IN;5.04;;;;;;0;;6;2;7;6
M-3;China;FPX;Lotus;Haven;Pearl;1ro;0;1;0;0;0;4;2;5;8;1;1;7;6;6;2;0;1;1;5;7;6;LOCK//IN;5.01;;;;;;0;;4;2;5;8
M-4;EMEA;BBL;Ascent;Pearl;Haven;2do;1;0;0;1;1;4;9;3;8;0;0;0;3;9;4;1;0;6;1;11;2;LOCK//IN;5.31;;;;;;1;;4;9;3;8
M-4;Pacific;DRX;Pearl;Ascent;Haven;1ro;1;0;1;1;1;9;4;0;3;0;0;3;8;4;9;1;0;11;2;6;1;LOCK//IN;5.42;;;;;;1;;9;4;0;3
M-5;Americas;Cloud9;Pearl;Lotus;Fracture;2do;1;1;No jugado;1;0;10;3;2;2;0;1;6;7;5;3;;;0;0;0;0;LOCK//IN;5.78;;;;;;0;;10;3;2;2
M-5;Pacific;Paper Rex;Lotus;Pearl;Fracture;1ro;0;0;No jugado;0;1;5;3;6;7;1;0;2;2;10;3;0;0;0;0;0;0;LOCK//IN;5.86;;;;;;1;;5;3;6;7
M-6;EMEA;Heretics;Ascent;Pearl;Haven;2do;0;0;No jugado;1;0;5;3;6;7;0;0;2;6;6;7;;;0;0;0;0;LOCK//IN;5.26;;;;;;1;;5;3;6;7
M-6;Americas;Evil Genius;Pearl;Ascent;Haven;1ro;1;1;No jugado;1;1;6;7;2;6;1;0;6;7;5;3;0;0;0;0;0;0;LOCK//IN;5.57;;;;;;1;;6;7;2;6
M-7;Pacific;Talon;Fracture;Haven;Icebox;2do;1;1;No jugado;0;1;6;7;5;6;1;1;5;8;4;4;;;0;0;0;0;LOCK//IN;5.27;;;;;;0;;6;7;5;6
M-7;Americas;mibr;Haven;Fracture;Icebox;1ro;0;0;No jugado;0;0;4;4;5;8;0;1;5;6;6;7;0;0;0;0;0;0;LOCK//IN;5.43;;;;;;0;;4;4;5;8
M-8;Pacific;Gen.G;Fracture;Pearl;Split;2do;0;0;No jugado;1;1;8;4;9;5;1;0;7;2;8;5;;;0;0;0;0;LOCK//IN;5.38;;;;;;1;;8;4;9;5
M-8;Americas;LOUD;Pearl;Fracture;Split;1ro;1;1;No jugado;1;0;8;5;7;2;0;0;9;5;8;4;0;0;0;0;0;0;LOCK//IN;5.61;;;;;;1;;8;5;7;2
M-9;EMEA;Giants;Haven;Lotus;Icebox;2do;0;1;0;0;0;0;1;11;2;1;0;9;5;8;4;1;0;3;4;4;9;LOCK//IN;5.77;;;;;;1;;0;1;11;2
M-9;Americas;NRG;Lotus;Haven;Icebox;1ro;0;1;1;1;0;8;4;9;5;1;1;11;2;0;1;1;0;4;9;3;4;LOCK//IN;5.25;;;;;;0;;8;4;9;5
M-10;EMEA;Karmine Corp;Split;Pearl;Fracture;2do;0;0;No jugado;1;0;4;4;8;5;1;0;6;4;8;5;;;0;0;0;0;LOCK//IN;5.04;;;;;;1;;4;4;8;5
M-10;Americas;LOUD;Pearl;Split;Fracture;1ro;1;1;No jugado;1;0;8;5;6;4;1;0;8;5;4;4;0;0;0;0;0;0;LOCK//IN;5.61;;;;;;1;;8;5;6;4
M-11;Pacific;DRX;Haven;Pearl;Icebox;2do;1;0;1;1;1;9;4;4;3;0;0;3;0;4;9;1;0;11;2;1;1;LOCK//IN;5.42;;;;;;1;;9;4;4;3
M-11;Americas;Cloud9;Pearl;Haven;Icebox;1ro;1;0;0;1;1;4;9;3;0;0;0;4;3;9;4;1;0;1;1;11;2;LOCK//IN;5.78;;;;;;1;;4;9;3;0
M-12;Pacific;Talon;Split;Haven;Icebox;2do;1;1;No jugado;0;1;4;9;2;8;0;1;3;10;2;9;;;0;0;0;0;LOCK//IN;5.27;;;;;;0;;4;9;2;8
M-12;Americas;Evil Genius;Haven;Split;Icebox;1ro;0;0;No jugado;0;1;2;9;3;10;0;1;2;8;4;9;0;0;0;0;0;0;LOCK//IN;5.57;;;;;;0;;2;9;3;10
M-13;Americas;LOUD;Pearl;Split;Fracture;2do;0;1;1;0;1;7;6;8;7;1;1;9;4;0;3;1;1;10;8;9;7;LOCK//IN;5.61;;;;;;0;;7;6;8;7
M-13;Americas;NRG;Split;Pearl;Fracture;1ro;0;1;0;0;0;0;3;9;4;0;1;8;7;7;6;0;0;9;7;10;8;LOCK//IN;5.25;;;;;;0;;0;3;9;4
M-14;Pacific;DRX;Ascent;Fracture;Icebox;2do;1;0;1;0;1;6;7;0;6;1;1;4;6;5;8;0;1;7;6;5;5;LOCK//IN;5.42;;;;;;0;;6;7;0;6
M-14;Pacific;Talon;Fracture;Ascent;Icebox;1ro;1;0;0;0;0;5;8;4;6;0;1;0;6;6;7;0;1;5;5;7;6;LOCK//IN;5.27;;;;;;0;;5;8;4;6
M-15;EMEA;Liquid;Fracture;Icebox;Lotus;2do;0;0;No jugado;0;1;3;4;4;9;0;0;2;6;3;10;;;0;0;0;0;LOCK//IN;5.33;;;;;;1;;3;4;4;9
M-15;Pacific;Team Secret;Icebox;Fracture;Lotus;1ro;1;1;No jugado;1;1;3;10;2;6;0;1;4;9;3;4;0;0;0;0;0;0;LOCK//IN;5.37;;;;;;0;;3;10;2;6
M-16;EMEA;Navi;Lotus;Ascent;Pearl;2do;1;1;No jugado;1;1;10;3;9;1;1;0;9;4;2;3;;;0;0;0;0;LOCK//IN;5.49;;;;;;1;;10;3;9;1
M-16;Americas;KRU;Ascent;Lotus;Pearl;1ro;0;0;No jugado;1;0;2;3;9;4;0;0;9;1;10;3;0;0;0;0;0;0;LOCK//IN;5.46;;;;;;1;;2;3;9;4
M-17;Pacific;Zeta Division;Pearl;Ascent;Haven;2do;0;0;No jugado;0;0;6;5;7;6;1;0;2;2;10;3;;;0;0;0;0;LOCK//IN;5.21;;;;;;1;;6;5;7;6
M-17;Americas;Leviatan;Ascent;Pearl;Haven;1ro;1;1;No jugado;1;0;10;3;2;2;1;1;7;6;6;5;0;0;0;0;0;0;LOCK//IN;5.47;;;;;;0;;10;3;2;2
M-18;EMEA;Vitality;Pearl;Split;Lotus;2do;0;1;1;0;0;7;2;5;8;0;0;9;4;1;3;0;0;8;5;2;4;LOCK//IN;5.43;;;;;;1;;7;2;5;8
M-18;Pacific;Global;Split;Pearl;Lotus;1ro;0;1;0;1;1;1;3;9;4;1;1;5;8;7;2;1;1;2;4;8;5;LOCK//IN;5.75;;;;;;0;;1;3;9;4
M-19;EMEA;Fut;Pearl;Lotus;Split;2do;1;1;No jugado;1;0;8;5;7;4;1;1;3;10;2;1;;;0;0;0;0;LOCK//IN;5.39;;;;;;0;;8;5;7;4
M-19;Pacific;Rex Regnum;Lotus;Pearl;Split;1ro;0;0;No jugado;0;0;2;1;3;10;1;0;7;4;8;5;0;0;0;0;0;0;LOCK//IN;5.44;;;;;;1;;2;1;3;10
M-20;China;Eduard;Lotus;Icebox;Pearl;2do;1;0;0;0;1;8;5;7;2;1;0;4;6;5;8;0;1;5;7;6;8;LOCK//IN;5.2;;;;;;1;;8;5;7;2
M-20;Americas;100 Thieves;Icebox;Lotus;Pearl;1ro;1;0;1;1;0;5;8;4;6;0;1;7;2;8;5;0;1;6;8;5;7;LOCK//IN;5.55;;;;;;0;;5;8;4;6
M-21;Americas;Sentinels;Split;Haven;Lotus;2do;0;0;No jugado;0;0;6;1;7;6;0;1;3;3;4;9;;;0;0;0;0;LOCK//IN;5.88;;;;;;0;;6;1;7;6
M-21;EMEA;Fnatic;Haven;Split;Lotus;1ro;1;1;No jugado;0;1;4;9;3;3;1;1;7;6;6;1;0;0;0;0;0;0;LOCK//IN;5.78;;;;;;0;;4;9;3;3
M-22;Americas;FURIA;Icebox;Pearl;Fracture;2do;1;1;No jugado;1;1;6;7;5;0;0;1;6;7;1;6;;;0;0;0;0;LOCK//IN;5.42;;;;;;0;;6;7;5;0
M-22;Pacific;T1;Pearl;Icebox;Fracture;1ro;0;0;No jugado;0;1;1;6;6;7;0;0;5;0;6;7;0;0;0;0;0;0;LOCK//IN;5.29;;;;;;1;;1;6;6;7
M-23;EMEA;Navi;Pearl;Icebox;Fracture;2do;1;1;No jugado;0;0;4;9;3;1;0;0;7;6;6;2;;;0;0;0;0;LOCK//IN;5.49;;;;;;1;;4;9;3;1
M-23;Pacific;Team Secret;Icebox;Pearl;Fracture;1ro;0;0;No jugado;1;1;6;2;7;6;1;1;3;1;1;9;0;0;0;0;0;0;LOCK//IN;5.37;;;;;;0;;6;2;7;6
M-24;EMEA;Vitality;Pearl;Haven;Ascent;2do;0;0;No jugado;0;0;2;1;3;10;0;0;8;6;9;7;;;0;0;0;0;LOCK//IN;5.43;;;;;;1;;2;1;3;10
M-24;Americas;Leviatan;Haven;Pearl;Ascent;1ro;1;1;No jugado;1;1;9;7;8;6;1;1;3;10;2;1;0;0;0;0;0;0;LOCK//IN;5.47;;;;;;0;;9;7;8;6
M-25;Americas;100 Thieves;Haven;Lotus;Icebox;2do;1;0;1;1;1;7;6;5;6;1;0;7;2;8;5;0;1;8;5;4;4;LOCK//IN;5.55;;;;;;1;;7;6;5;6
M-25;EMEA;Fut;Lotus;Haven;Icebox;1ro;1;0;0;1;0;8;5;7;2;0;0;5;6;7;6;0;1;4;4;8;5;LOCK//IN;5.39;;;;;;1;;8;5;7;2
M-26;Americas;FURIA;Ascent;Haven;Icebox;2do;0;0;No jugado;1;1;4;5;5;8;1;1;10;6;11;7;;;0;0;0;0;LOCK//IN;5.42;;;;;;0;;4;5;5;8
M-26;EMEA;Fnatic;Haven;Ascent;Icebox;1ro;1;1;No jugado;0;0;11;7;10;6;0;0;5;8;4;5;0;0;0;0;0;0;LOCK//IN;5.78;;;;;;1;;11;7;10;6
M-27;EMEA;Navi;Fracture;Ascent;Pearl;2do;1;1;No jugado;1;0;11;2;1;1;1;1;6;7;6;4;;;0;0;0;0;LOCK//IN;5.49;;;;;;0;;11;2;1;1
M-27;Americas;Leviatan;Ascent;Fracture;Pearl;1ro;0;0;No jugado;0;0;6;4;6;7;1;0;1;1;11;2;0;0;0;0;0;0;LOCK//IN;5.47;;;;;;1;;6;4;6;7
M-28;EMEA;Fnatic;Icebox;Fracture;Lotus;2do;1;1;No jugado;0;1;10;3;2;8;1;1;11;2;0;1;;;0;0;0;0;LOCK//IN;5.78;;;;;;0;;10;3;2;8
M-28;Americas;100 Thieves;Fracture;Icebox;Lotus;1ro;0;0;No jugado;0;0;0;1;11;2;0;1;2;8;10;3;0;0;0;0;0;0;LOCK//IN;5.55;;;;;;0;;0;1;11;2
M-29;Pacific;DRX;Icebox;Pearl;;2do;0;0;No jugado;0;0;5;3;9;4;0;0;3;2;4;9;;;0;0;0;0;LOCK//IN;5.42;;;;;;1;;5;3;9;4
M-29;Americas;LOUD;Pearl;Icebox;;1ro;1;1;No jugado;1;1;4;9;3;2;1;1;9;4;5;3;0;0;0;0;0;0;LOCK//IN;5.61;;;;;;0;;4;9;3;2
M-30;Pacific;DRX;Fracture;Split;Ascent;FALSE;1;1;0;1;1;7;6;6;1;0;1;4;9;3;4;0;1;5;3;7;6;LOCK//IN;5.42;;;;;;0;;7;6;6;1
M-30;Americas;LOUD;Split;Fracture;Ascent;FALSE;0;0;1;0;1;3;4;4;9;0;0;6;1;7;6;0;1;7;6;5;3;LOCK//IN;5.61;;;;;;1;;3;4;4;9
M-31;EMEA;Navi;Lotus;Haven;;2do;0;0;No jugado;1;0;2;2;10;3;1;0;5;6;6;7;;;0;0;0;0;LOCK//IN;5.49;;;;;;1;;2;2;10;3
M-31;EMEA;Fnatic;Haven;Lotus;;1ro;1;1;No jugado;1;0;6;7;5;6;1;0;10;3;2;2;0;0;0;0;0;0;LOCK//IN;5.78;;;;;;1;;6;7;5;6
M-32;EMEA;Navi;Split;Fracture;Ascent;FALSE;0;0;No jugado;;;;;;;0;1;5;6;6;7;;;0;0;0;0;LOCK//IN;5.49;;;;;;0;;;;;
M-32;EMEA;Fnatic;Fracture;Split;Ascent;FALSE;1;0;No jugado;0;1;6;7;5;6;0;0;0;0;0;0;0;0;0;0;0;0;LOCK//IN;5.78;;;;;;;;6;7;5;6
M-33;EMEA;Fnatic;Fracture;Ascent;;2do;1;1;No jugado;1;1;6;7;1;6;0;1;5;8;4;4;;;0;0;0;0;LOCK//IN;5.78;;;;;;0;;6;7;1;6
M-33;Americas;LOUD;Ascent;Fracture;;1ro;0;0;No jugado;0;1;4;4;5;8;0;0;1;6;6;7;0;0;0;0;0;0;LOCK//IN;5.61;;;;;;1;;4;4;5;8
