filtro;Region;team;mapa;seleccion;gano_map;pistol_atk;pistol_def;atk_propio;defensa_propia;atk_rival;def_rival;ganadas_totales;perdidas_totales;total_jugadas;torneo;stats_equipo;ranking;elo;rib_rank;rwr;rondas_ganadas_ano;rondas_perdidas_ano;rival;stats_equipo_rival;rating_rival;elo_rival;rib_rival;rwr_rival;rondas_ganadas_rival;rondas_perdidas_rival
0;Pacific;Zeta Division;Fracture;Decider;0;0;0;7;3;8;5;10;13;23;Pacific;5.21;812;1650;1514;0.480140187;411;445;T1;5.29;822;1885;1605;0.481031866;634;684
0;Pacific;T1;Fracture;Decider;1;1;1;8;5;7;3;13;10;23;Pacific;5.29;822;1885;1605;0.481031866;634;684;Zeta Division;5.21;812;1650;1514;0.480140187;411;445
1;Pacific;Paper Rex;Bind;Decider;1;0;1;4;9;3;3;13;6;19;Pacific;5.86;976;2000;1705;0.528846154;715;637;DRX;5.42;885;2000;1612;0.524355301;915;830
1;Pacific;DRX;Bind;Decider;0;0;1;3;3;4;9;6;13;19;Pacific;5.42;885;2000;1612;0.524355301;915;830;Paper Rex;5.86;976;2000;1705;0.528846154;715;637
1;Pacific;DRX;Pearl;Decider;0;0;0;4;2;5;8;6;13;19;Pacific;5.42;885;2000;1612;0.524355301;915;830;T1;5.29;822;1885;1605;0.481031866;634;684
1;Pacific;T1;Pearl;Decider;1;1;1;5;8;4;2;13;6;19;Pacific;5.29;822;1885;1605;0.481031866;634;684;DRX;5.42;885;2000;1612;0.524355301;915;830
1;Pacific;T1;Lotus;Decider;1;0;1;5;8;4;3;13;7;20;Pacific;5.29;822;1885;1605;0.481031866;634;684;Global;5.75;683;1444;1447;0.497512438;300;303
1;Pacific;Global;Lotus;Decider;0;0;1;4;3;5;8;7;13;20;Pacific;5.75;683;1444;1447;0.497512438;300;303;T1;5.29;822;1885;1605;0.481031866;634;684
1;Pacific;Team Secret;Fracture;Decider;1;1;1;10;3;1;2;13;3;16;Pacific;5.37;722;1652;1491;0.498759305;402;404;Talon;5.27;699;1664;1498;0.485714286;340;360
1;Pacific;Talon;Fracture;Decider;0;0;0;1;2;10;3;3;13;16;Pacific;5.27;699;1664;1498;0.485714286;340;360;Team Secret;5.37;722;1652;1491;0.498759305;402;404
0;Pacific;Rex Regnum;Lotus;Decider;0;0;1;0;5;7;6;5;13;18;Pacific;5.44;702;1539;1455;0.486821705;314;331;Zeta Division;5.21;812;1650;1514;0.480140187;411;445
0;Pacific;Zeta Division;Lotus;Decider;1;0;1;7;6;0;5;13;5;18;Pacific;5.21;812;1650;1514;0.480140187;411;445;Rex Regnum;5.44;702;1539;1455;0.486821705;314;331
1;Pacific;Team Secret;Split;Decider;1;1;1;8;5;7;3;13;10;23;Pacific;5.37;722;1652;1491;0.498759305;402;404;Paper Rex;5.86;976;2000;1705;0.528846154;715;637
1;Pacific;Paper Rex;Split;Decider;0;0;0;7;3;8;5;10;13;23;Pacific;5.86;976;2000;1705;0.528846154;715;637;Team Secret;5.37;722;1652;1491;0.498759305;402;404
0;Pacific;Gen.G;Pearl;Decider;1;1;1;8;5;7;1;13;8;21;Pacific;5.38;700;1735;1457;0.464646465;414;477;DFM;5.77;624;1718;1307;0.384773663;187;299
0;Pacific;DFM;Pearl;Decider;0;0;0;7;1;8;5;8;13;21;Pacific;5.77;624;1718;1307;0.384773663;187;299;Gen.G;5.38;700;1735;1457;0.464646465;414;477
1;Pacific;Zeta Division;Haven;Decider;1;1;0;5;8;4;4;13;8;21;Pacific;5.21;812;1650;1514;0.480140187;411;445;Global;5.75;683;1444;1447;0.497512438;300;303
1;Pacific;Global;Haven;Decider;0;1;0;4;4;5;8;8;13;21;Pacific;5.75;683;1444;1447;0.497512438;300;303;Zeta Division;5.21;812;1650;1514;0.480140187;411;445
1;Pacific;Global;Pearl;Decider;0;1;0;3;4;8;5;7;13;20;Pacific;5.75;683;1444;1447;0.497512438;300;303;Paper Rex;5.86;976;2000;1705;0.528846154;715;637
1;Pacific;Paper Rex;Pearl;Decider;1;1;0;8;5;3;4;13;7;20;Pacific;5.86;976;2000;1705;0.528846154;715;637;Global;5.75;683;1444;1447;0.497512438;300;303
1;Pacific;DRX;Pearl;Decider;1;0;1;9;4;3;1;13;4;17;Pacific;5.42;885;2000;1612;0.524355301;915;830;Gen.G;5.38;700;1735;1457;0.464646465;414;477
1;Pacific;Gen.G;Pearl;Decider;0;0;1;3;1;9;4;4;13;17;Pacific;5.38;700;1735;1457;0.464646465;414;477;DRX;5.42;885;2000;1612;0.524355301;915;830
1;Pacific;DFM;Fracture;Decider;0;1;1;4;6;6;7;10;13;23;Pacific;5.77;624;1718;1307;0.384773663;187;299;T1;5.29;822;1885;1605;0.481031866;634;684
1;Pacific;T1;Fracture;Decider;1;0;0;6;7;4;6;13;10;23;Pacific;5.29;822;1885;1605;0.481031866;634;684;DFM;5.77;624;1718;1307;0.384773663;187;299
0;Pacific;Team Secret;Fracture;Decider;0;0;0;4;5;7;6;9;13;22;Pacific;5.37;722;1652;1491;0.498759305;402;404;Zeta Division;5.21;812;1650;1514;0.480140187;411;445
0;Pacific;Zeta Division;Fracture;Decider;1;1;1;7;6;4;5;13;9;22;Pacific;5.21;812;1650;1514;0.480140187;411;445;Team Secret;5.37;722;1652;1491;0.498759305;402;404
1;Pacific;Paper Rex;Pearl;Decider;0;0;1;0;2;10;3;2;13;15;Pacific;5.86;976;2000;1705;0.528846154;715;637;DRX;5.42;885;2000;1612;0.524355301;915;830
1;Pacific;DRX;Pearl;Decider;1;0;1;10;3;0;2;13;2;15;Pacific;5.42;885;2000;1612;0.524355301;915;830;Paper Rex;5.86;976;2000;1705;0.528846154;715;637
1;Pacific;Paper Rex;Fracture;Decider;1;0;1;7;6;6;4;13;10;23;Pacific;5.86;976;2000;1705;0.528846154;715;637;Talon;5.27;699;1664;1498;0.485714286;340;360
1;Pacific;Talon;Fracture;Decider;0;0;1;6;4;7;6;10;13;23;Pacific;5.27;699;1664;1498;0.485714286;340;360;Paper Rex;5.86;976;2000;1705;0.528846154;715;637
0;Pacific;T1;Bind;Decider;1;1;1;4;9;3;0;13;3;16;Pacific;5.29;822;1885;1605;0.481031866;634;684;Zeta Division;5.21;812;1650;1514;0.480140187;411;445
0;Pacific;Zeta Division;Bind;Decider;0;0;0;3;0;4;9;3;13;16;Pacific;5.21;812;1650;1514;0.480140187;411;445;T1;5.29;822;1885;1605;0.481031866;634;684
1;Pacific;Talon;Haven;Decider;0;0;1;4;3;5;8;7;13;20;Pacific;5.27;699;1664;1498;0.485714286;340;360;Rex Regnum;5.44;702;1539;1455;0.486821705;314;331
1;Pacific;Rex Regnum;Haven;Decider;1;0;1;5;8;4;3;13;7;20;Pacific;5.44;702;1539;1455;0.486821705;314;331;Talon;5.27;699;1664;1498;0.485714286;340;360
1;Pacific;Zeta Division;Fracture;Decider;1;1;1;5;8;4;0;13;4;17;Pacific;5.21;812;1650;1514;0.480140187;411;445;Gen.G;5.38;700;1735;1457;0.464646465;414;477
1;Pacific;Gen.G;Fracture;Decider;0;0;0;4;0;5;8;4;13;17;Pacific;5.38;700;1735;1457;0.464646465;414;477;Zeta Division;5.21;812;1650;1514;0.480140187;411;445
1;Pacific;Gen.G;Lotus;Decider;0;1;0;6;1;7;6;7;13;20;Pacific;5.38;700;1735;1457;0.464646465;414;477;T1;5.29;822;1885;1605;0.481031866;634;684
1;Pacific;T1;Lotus;Decider;1;1;0;7;6;6;1;13;7;20;Pacific;5.29;822;1885;1605;0.481031866;634;684;Gen.G;5.38;700;1735;1457;0.464646465;414;477
0;Pacific;DRX;Bind;Decider;1;0;1;3;10;2;2;13;4;17;Pacific;5.42;885;2000;1612;0.524355301;915;830;Team Secret;5.37;722;1652;1491;0.498759305;402;404
0;Pacific;Team Secret;Bind;Decider;0;0;1;2;2;3;10;4;13;17;Pacific;5.37;722;1652;1491;0.498759305;402;404;DRX;5.42;885;2000;1612;0.524355301;915;830
1;Pacific;Team Secret;Split;Decider;0;1;0;7;5;6;8;12;14;26;Pacific;5.37;722;1652;1491;0.498759305;402;404;Gen.G;5.38;700;1735;1457;0.464646465;414;477
1;Pacific;Gen.G;Split;Decider;1;1;0;6;8;7;5;14;12;26;Pacific;5.38;700;1735;1457;0.464646465;414;477;Team Secret;5.37;722;1652;1491;0.498759305;402;404
1;Pacific;T1;Fracture;Decider;1;1;1;8;5;7;3;13;10;23;Pacific;5.29;822;1885;1605;0.481031866;634;684;Zeta Division;5.21;812;1650;1514;0.480140187;411;445
1;Pacific;Zeta Division;Fracture;Decider;0;0;0;7;3;8;5;10;13;23;Pacific;5.21;812;1650;1514;0.480140187;411;445;T1;5.29;822;1885;1605;0.481031866;634;684
0;Pacific;DRX;Bind;Decider;0;0;1;3;3;4;9;6;13;19;Pacific;5.42;885;2000;1612;0.524355301;915;830;Paper Rex;5.86;976;2000;1705;0.528846154;715;637
0;Pacific;Paper Rex;Bind;Decider;1;0;1;4;9;3;3;13;6;19;Pacific;5.86;976;2000;1705;0.528846154;715;637;DRX;5.42;885;2000;1612;0.524355301;915;830
1;Pacific;T1;Pearl;Decider;1;1;1;5;8;4;2;13;6;19;Pacific;5.29;822;1885;1605;0.481031866;634;684;DRX;5.42;885;2000;1612;0.524355301;915;830
1;Pacific;DRX;Pearl;Decider;0;0;0;4;2;5;8;6;13;19;Pacific;5.42;885;2000;1612;0.524355301;915;830;T1;5.29;822;1885;1605;0.481031866;634;684
0;Pacific;T1;Pearl;Decider;1;1;0;7;7;6;6;14;12;26;Master Tokio;5.29;822;1885;1605;0.481031866;634;684;Eduard;5.2;752;2000;1566;0.551373955;923;751
0;China;Eduard;Pearl;Decider;0;1;0;6;6;7;7;12;14;26;Master Tokio;5.2;752;2000;1566;0.551373955;923;751;T1;5.29;822;1885;1605;0.481031866;634;684
1;EMEA;Navi;Split;Decider;0;1;0;4;2;10;3;6;13;19;Master Tokio;5.49;828;1636;1572;0.511610487;683;652;NRG;5.25;916;1816;1592;0.531468531;760;670
1;Americas;NRG;Split;Decider;1;1;0;10;3;4;2;13;6;19;Master Tokio;5.25;916;1816;1592;0.531468531;760;670;Navi;5.49;828;1636;1572;0.511610487;683;652
1;Pacific;T1;Pearl;Decider;0;1;0;6;5;7;6;11;13;24;Master Tokio;5.29;822;1885;1605;0.481031866;634;684;NRG;5.25;916;1816;1592;0.531468531;760;670
1;Americas;NRG;Pearl;Decider;1;1;0;7;6;6;5;13;11;24;Master Tokio;5.25;916;1816;1592;0.531468531;760;670;T1;5.29;822;1885;1605;0.481031866;634;684
0;EMEA;Fut;Lotus;Decider;1;1;1;8;5;2;4;13;6;19;Master Tokio;5.39;847;1668;1587;0.5;567;567;Attacking Soul;5.1;690;1826;1628;0.526734104;729;655
0;China;Attacking Soul;Lotus;Decider;0;0;0;2;4;8;5;6;13;19;Master Tokio;5.1;690;1826;1628;0.526734104;729;655;Fut;5.39;847;1668;1587;0.5;567;567
1;EMEA;Fut;Haven;Decider;0;0;1;1;3;2;11;4;13;17;Master Tokio;5.39;847;1668;1587;0.5;567;567;DRX;5.42;885;2000;1612;0.524355301;915;830
1;Pacific;DRX;Haven;Decider;1;0;1;2;11;1;3;13;4;17;Master Tokio;5.42;885;2000;1612;0.524355301;915;830;Fut;5.39;847;1668;1587;0.5;567;567
1;China;Eduard;Lotus;Decider;0;1;1;7;4;8;5;11;13;24;Master Tokio;5.2;752;2000;1566;0.551373955;923;751;Liquid;5.33;854;1650;1586;0.501798561;558;554
1;EMEA;Liquid;Lotus;Decider;1;0;0;8;5;7;4;13;11;24;Master Tokio;5.33;854;1650;1586;0.501798561;558;554;Eduard;5.2;752;2000;1566;0.551373955;923;751
0;Americas;NRG;Split;Decider;1;0;1;8;5;1;4;13;5;18;Master Tokio;5.25;916;1816;1592;0.531468531;760;670;Liquid;5.33;854;1650;1586;0.501798561;558;554
0;EMEA;Liquid;Split;Decider;0;0;1;1;4;8;5;5;13;18;Master Tokio;5.33;854;1650;1586;0.501798561;558;554;NRG;5.25;916;1816;1592;0.531468531;760;670
1;China;Eduard;Lotus;Decider;0;0;1;4;4;5;8;8;13;21;Master Tokio;5.2;752;2000;1566;0.551373955;923;751;Paper Rex;5.86;976;2000;1705;0.528846154;715;637
1;Pacific;Paper Rex;Lotus;Decider;1;0;1;5;8;4;4;13;8;21;Master Tokio;5.86;976;2000;1705;0.528846154;715;637;Eduard;5.2;752;2000;1566;0.551373955;923;751
1;Americas;NRG;Bind;Decider;0;0;1;7;4;8;5;11;13;24;Master Tokio;5.25;916;1816;1592;0.531468531;760;670;Paper Rex;5.86;976;2000;1705;0.528846154;715;637
1;Pacific;Paper Rex;Bind;Decider;1;0;1;8;5;7;4;13;11;24;Master Tokio;5.86;976;2000;1705;0.528846154;715;637;NRG;5.25;916;1816;1592;0.531468531;760;670
1;EMEA;Fnatic;Split;Decider;1;1;0;7;6;6;5;13;11;24;Master Tokio;5.78;988;2000;1771;0.587324982;797;560;Evil Genius;5.57;989;2000;1667;0.535262206;888;771
1;Americas;Evil Genius;Split;Decider;0;1;0;6;5;7;6;11;13;24;Master Tokio;5.57;989;2000;1667;0.535262206;888;771;Fnatic;5.78;988;2000;1771;0.587324982;797;560
0;Americas;Evil Genius;Ascent;Decider;1;0;1;8;5;4;4;13;8;21;Master Tokio;5.57;989;2000;1667;0.535262206;888;771;Paper Rex;5.86;976;2000;1705;0.528846154;715;637
0;Pacific;Paper Rex;Ascent;Decider;0;0;1;4;4;8;5;8;13;21;Master Tokio;5.86;976;2000;1705;0.528846154;715;637;Evil Genius;5.57;989;2000;1667;0.535262206;888;771
1;China;Eduard;Pearl;Decider;0;1;0;6;6;7;7;12;14;26;Master Tokio;5.2;752;2000;1566;0.551373955;923;751;T1;5.29;822;1885;1605;0.481031866;634;684
1;Pacific;T1;Pearl;Decider;1;1;0;7;7;6;6;14;12;26;Master Tokio;5.29;822;1885;1605;0.481031866;634;684;Eduard;5.2;752;2000;1566;0.551373955;923;751
1;Americas;NRG;Split;Decider;1;1;0;10;3;4;2;13;6;19;Master Tokio;5.25;916;1816;1592;0.531468531;760;670;Navi;5.49;828;1636;1572;0.511610487;683;652
1;EMEA;Navi;Split;Decider;0;1;0;4;2;10;3;6;13;19;Master Tokio;5.49;828;1636;1572;0.511610487;683;652;NRG;5.25;916;1816;1592;0.531468531;760;670
1;Americas;NRG;Pearl;Decider;1;1;0;7;6;6;5;13;11;24;Master Tokio;5.25;916;1816;1592;0.531468531;760;670;T1;5.29;822;1885;1605;0.481031866;634;684
1;Pacific;T1;Pearl;Decider;0;1;0;6;5;7;6;11;13;24;Master Tokio;5.29;822;1885;1605;0.481031866;634;684;NRG;5.25;916;1816;1592;0.531468531;760;670
1;China;Attacking Soul;Lotus;Decider;0;0;0;2;4;8;5;6;13;19;Master Tokio;5.1;690;1826;1628;0.526734104;729;655;Fut;5.39;847;1668;1587;0.5;567;567
1;EMEA;Fut;Lotus;Decider;1;1;1;8;5;2;4;13;6;19;Master Tokio;5.39;847;1668;1587;0.5;567;567;Attacking Soul;5.1;690;1826;1628;0.526734104;729;655
0;Pacific;DRX;Haven;Decider;1;0;1;2;11;1;3;13;4;17;Master Tokio;5.42;885;2000;1612;0.524355301;915;830;Fut;5.39;847;1668;1587;0.5;567;567
0;EMEA;Fut;Haven;Decider;0;0;1;1;3;2;11;4;13;17;Master Tokio;5.39;847;1668;1587;0.5;567;567;DRX;5.42;885;2000;1612;0.524355301;915;830
0;EMEA;Liquid;Lotus;Decider;1;0;0;8;5;7;4;13;11;24;Master Tokio;5.33;854;1650;1586;0.501798561;558;554;Eduard;5.2;752;2000;1566;0.551373955;923;751
0;China;Eduard;Lotus;Decider;0;1;1;7;4;8;5;11;13;24;Master Tokio;5.2;752;2000;1566;0.551373955;923;751;Liquid;5.33;854;1650;1586;0.501798561;558;554
1;EMEA;Liquid;Split;Decider;0;0;1;1;4;8;5;5;13;18;Master Tokio;5.33;854;1650;1586;0.501798561;558;554;NRG;5.25;916;1816;1592;0.531468531;760;670
1;Americas;NRG;Split;Decider;1;0;1;8;5;1;4;13;5;18;Master Tokio;5.25;916;1816;1592;0.531468531;760;670;Liquid;5.33;854;1650;1586;0.501798561;558;554
1;Pacific;Paper Rex;Lotus;Decider;1;0;1;5;8;4;4;13;8;21;Master Tokio;5.86;976;2000;1705;0.528846154;715;637;Eduard;5.2;752;2000;1566;0.551373955;923;751
1;China;Eduard;Lotus;Decider;0;0;1;4;4;5;8;8;13;21;Master Tokio;5.2;752;2000;1566;0.551373955;923;751;Paper Rex;5.86;976;2000;1705;0.528846154;715;637
0;Pacific;Paper Rex;Bind;Decider;1;0;1;8;5;7;4;13;11;24;Master Tokio;5.86;976;2000;1705;0.528846154;715;637;NRG;5.25;916;1816;1592;0.531468531;760;670
0;Americas;NRG;Bind;Decider;0;0;1;7;4;8;5;11;13;24;Master Tokio;5.25;916;1816;1592;0.531468531;760;670;Paper Rex;5.86;976;2000;1705;0.528846154;715;637
1;Americas;Evil Genius;Split;Decider;0;1;0;6;5;7;6;11;13;24;Master Tokio;5.57;989;2000;1667;0.535262206;888;771;Fnatic;5.78;988;2000;1771;0.587324982;797;560
1;EMEA;Fnatic;Split;Decider;1;1;0;7;6;6;5;13;11;24;Master Tokio;5.78;988;2000;1771;0.587324982;797;560;Evil Genius;5.57;989;2000;1667;0.535262206;888;771
1;Pacific;Paper Rex;Ascent;Decider;0;0;1;4;4;8;5;8;13;21;Master Tokio;5.86;976;2000;1705;0.528846154;715;637;Evil Genius;5.57;989;2000;1667;0.535262206;888;771
1;Americas;Evil Genius;Ascent;Decider;1;0;1;8;5;4;4;13;8;21;Master Tokio;5.57;989;2000;1667;0.535262206;888;771;Paper Rex;5.86;976;2000;1705;0.528846154;715;637
0;China;FPX;Pearl;Decider;0;0;1;1;5;7;6;6;13;19;LOCK//IN;5.01;699;1863;1452;0.540880503;430;365;Karmine Corp;5.04;667;1335;1425;0.422190202;293;401
0;EMEA;Karmine Corp;Pearl;Decider;1;0;1;7;6;1;5;13;6;19;LOCK//IN;5.04;667;1335;1425;0.422190202;293;401;FPX;5.01;699;1863;1452;0.540880503;430;365
1;Pacific;DRX;Haven;Decider;1;1;0;11;2;6;1;13;7;20;LOCK//IN;5.42;885;2000;1612;0.524355301;915;830;BBL;5.31;684;1426;1446;0.473421927;285;317
1;EMEA;BBL;Haven;Decider;0;1;0;6;1;11;2;7;13;20;LOCK//IN;5.31;684;1426;1446;0.473421927;285;317;DRX;5.42;885;2000;1612;0.524355301;915;830
1;Americas;NRG;Icebox;Decider;1;1;0;4;9;3;4;13;7;20;LOCK//IN;5.25;916;1816;1592;0.531468531;760;670;Giants;5.77;827;1628;1586;0.513874615;500;473
1;EMEA;Giants;Icebox;Decider;0;1;0;3;4;4;9;7;13;20;LOCK//IN;5.77;827;1628;1586;0.513874615;500;473;NRG;5.25;916;1816;1592;0.531468531;760;670
1;Americas;Cloud9;Icebox;Decider;0;1;0;1;1;11;2;2;13;15;LOCK//IN;5.78;752;1745;1610;0.536257833;599;518;DRX;5.42;885;2000;1612;0.524355301;915;830
1;Pacific;DRX;Icebox;Decider;1;1;0;11;2;1;1;13;2;15;LOCK//IN;5.42;885;2000;1612;0.524355301;915;830;Cloud9;5.78;752;1745;1610;0.536257833;599;518
1;Americas;NRG;Fracture;Decider;0;0;0;9;7;10;8;16;18;34;LOCK//IN;5.25;916;1816;1592;0.531468531;760;670;LOUD;5.61;944;2000;1655;0.537700865;870;748
1;Americas;LOUD;Fracture;Decider;1;1;1;10;8;9;7;18;16;34;LOCK//IN;5.61;944;2000;1655;0.537700865;870;748;NRG;5.25;916;1816;1592;0.531468531;760;670
0;Pacific;Talon;Icebox;Decider;0;0;1;5;5;7;6;10;13;23;LOCK//IN;5.27;699;1664;1498;0.485714286;340;360;DRX;5.42;885;2000;1612;0.524355301;915;830
0;Pacific;DRX;Icebox;Decider;1;0;1;7;6;5;5;13;10;23;LOCK//IN;5.42;885;2000;1612;0.524355301;915;830;Talon;5.27;699;1664;1498;0.485714286;340;360
1;Pacific;Global;Lotus;Decider;0;1;1;2;4;8;5;6;13;19;LOCK//IN;5.75;683;1444;1447;0.497512438;300;303;Vitality;5.43;673;1418;1457;0.487256372;352;342
1;EMEA;Vitality;Lotus;Decider;1;0;0;8;5;2;4;13;6;19;LOCK//IN;5.43;673;1418;1457;0.487256372;352;342;Global;5.75;683;1444;1447;0.497512438;300;303
1;Americas;100 Thieves;Pearl;Decider;1;0;1;6;8;5;7;14;12;26;LOCK//IN;5.55;701;1666;1484;0.468085106;352;400;Eduard;5.2;752;2000;1566;0.551373955;923;751
1;China;Eduard;Pearl;Decider;0;0;1;5;7;6;8;12;14;26;LOCK//IN;5.2;752;2000;1566;0.551373955;923;751;100 Thieves;5.55;701;1666;1484;0.468085106;352;400
0;EMEA;Fut;Icebox;Decider;0;0;1;4;4;8;5;8;13;21;LOCK//IN;5.39;847;1668;1587;0.5;567;567;100 Thieves;5.55;701;1666;1484;0.468085106;352;400
0;Americas;100 Thieves;Icebox;Decider;1;0;1;8;5;4;4;13;8;21;LOCK//IN;5.55;701;1666;1484;0.468085106;352;400;Fut;5.39;847;1668;1587;0.5;567;567
0;Americas;LOUD;Ascent;Decider;1;0;1;7;6;5;3;13;8;21;LOCK//IN;5.61;944;2000;1655;0.537700865;870;748;DRX;5.42;885;2000;1612;0.524355301;915;830
0;Pacific;DRX;Ascent;Decider;0;0;1;5;3;7;6;8;13;21;LOCK//IN;5.42;885;2000;1612;0.524355301;915;830;LOUD;5.61;944;2000;1655;0.537700865;870;748
1;Americas;LOUD;Icebox;Decider;0;1;1;9;3;10;4;12;14;26;LOCK//IN;5.61;944;2000;1655;0.537700865;870;748;Fnatic;5.78;988;2000;1771;0.587324982;797;560
1;EMEA;Fnatic;Icebox;Decider;1;0;0;10;4;9;3;14;12;26;LOCK//IN;5.78;988;2000;1771;0.587324982;797;560;LOUD;5.61;944;2000;1655;0.537700865;870;748
1;EMEA;Karmine Corp;Pearl;Decider;1;0;1;7;6;1;5;13;6;19;LOCK//IN;5.04;667;1335;1425;0.422190202;293;401;FPX;5.01;699;1863;1452;0.540880503;430;365
1;China;FPX;Pearl;Decider;0;0;1;1;5;7;6;6;13;19;LOCK//IN;5.01;699;1863;1452;0.540880503;430;365;Karmine Corp;5.04;667;1335;1425;0.422190202;293;401
0;EMEA;BBL;Haven;Decider;0;1;0;6;1;11;2;7;13;20;LOCK//IN;5.31;684;1426;1446;0.473421927;285;317;DRX;5.42;885;2000;1612;0.524355301;915;830
0;Pacific;DRX;Haven;Decider;1;1;0;11;2;6;1;13;7;20;LOCK//IN;5.42;885;2000;1612;0.524355301;915;830;BBL;5.31;684;1426;1446;0.473421927;285;317
0;EMEA;Giants;Icebox;Decider;0;1;0;3;4;4;9;7;13;20;LOCK//IN;5.77;827;1628;1586;0.513874615;500;473;NRG;5.25;916;1816;1592;0.531468531;760;670
0;Americas;NRG;Icebox;Decider;1;1;0;4;9;3;4;13;7;20;LOCK//IN;5.25;916;1816;1592;0.531468531;760;670;Giants;5.77;827;1628;1586;0.513874615;500;473
1;Pacific;DRX;Icebox;Decider;1;1;0;11;2;1;1;13;2;15;LOCK//IN;5.42;885;2000;1612;0.524355301;915;830;Cloud9;5.78;752;1745;1610;0.536257833;599;518
1;Americas;Cloud9;Icebox;Decider;0;1;0;1;1;11;2;2;13;15;LOCK//IN;5.78;752;1745;1610;0.536257833;599;518;DRX;5.42;885;2000;1612;0.524355301;915;830
0;Americas;LOUD;Fracture;Decider;1;1;1;10;8;9;7;18;16;34;LOCK//IN;5.61;944;2000;1655;0.537700865;870;748;NRG;5.25;916;1816;1592;0.531468531;760;670
0;Americas;NRG;Fracture;Decider;0;0;0;9;7;10;8;16;18;34;LOCK//IN;5.25;916;1816;1592;0.531468531;760;670;LOUD;5.61;944;2000;1655;0.537700865;870;748
0;Pacific;DRX;Icebox;Decider;1;0;1;7;6;5;5;13;10;23;LOCK//IN;5.42;885;2000;1612;0.524355301;915;830;Talon;5.27;699;1664;1498;0.485714286;340;360
0;Pacific;Talon;Icebox;Decider;0;0;1;5;5;7;6;10;13;23;LOCK//IN;5.27;699;1664;1498;0.485714286;340;360;DRX;5.42;885;2000;1612;0.524355301;915;830
1;EMEA;Vitality;Lotus;Decider;1;0;0;8;5;2;4;13;6;19;LOCK//IN;5.43;673;1418;1457;0.487256372;352;342;Global;5.75;683;1444;1447;0.497512438;300;303
1;Pacific;Global;Lotus;Decider;0;1;1;2;4;8;5;6;13;19;LOCK//IN;5.75;683;1444;1447;0.497512438;300;303;Vitality;5.43;673;1418;1457;0.487256372;352;342
1;China;Eduard;Pearl;Decider;0;0;1;5;7;6;8;12;14;26;LOCK//IN;5.2;752;2000;1566;0.551373955;923;751;100 Thieves;5.55;701;1666;1484;0.468085106;352;400
1;Americas;100 Thieves;Pearl;Decider;1;0;1;6;8;5;7;14;12;26;LOCK//IN;5.55;701;1666;1484;0.468085106;352;400;Eduard;5.2;752;2000;1566;0.551373955;923;751
1;Americas;100 Thieves;Icebox;Decider;1;0;1;8;5;4;4;13;8;21;LOCK//IN;5.55;701;1666;1484;0.468085106;352;400;Fut;5.39;847;1668;1587;0.5;567;567
1;EMEA;Fut;Icebox;Decider;0;0;1;4;4;8;5;8;13;21;LOCK//IN;5.39;847;1668;1587;0.5;567;567;100 Thieves;5.55;701;1666;1484;0.468085106;352;400
1;Pacific;DRX;Ascent;Decider;0;0;1;5;3;7;6;8;13;21;LOCK//IN;5.42;885;2000;1612;0.524355301;915;830;LOUD;5.61;944;2000;1655;0.537700865;870;748
1;Americas;LOUD;Ascent;Decider;1;0;1;7;6;5;3;13;8;21;LOCK//IN;5.61;944;2000;1655;0.537700865;870;748;DRX;5.42;885;2000;1612;0.524355301;915;830
1;EMEA;Fnatic;Icebox;Decider;1;0;0;10;4;9;3;14;12;26;LOCK//IN;5.78;988;2000;1771;0.587324982;797;560;LOUD;5.61;944;2000;1655;0.537700865;870;748
1;Americas;LOUD;Icebox;Decider;0;1;1;9;3;10;4;12;14;26;LOCK//IN;5.61;944;2000;1655;0.537700865;870;748;Fnatic;5.78;988;2000;1771;0.587324982;797;560
0;Pacific;Talon;Haven;Decider;0;0;0;9;4;10;5;13;15;28;LCQ Pacific;5.27;699;1664;1498;0.485714286;340;360;Gen.G;5.38;700;1735;1457;0.464646465;414;477
0;Pacific;Gen.G;Haven;Decider;1;1;1;10;5;9;4;15;13;28;LCQ Pacific;5.38;700;1735;1457;0.464646465;414;477;Talon;5.27;699;1664;1498;0.485714286;340;360
1;Pacific;Rex Regnum;Ascent;Decider;0;0;1;10;9;11;10;19;21;40;LCQ Pacific;5.44;702;1539;1455;0.486821705;314;331;Zeta Division;5.21;812;1650;1514;0.480140187;411;445
1;Pacific;Zeta Division;Ascent;Decider;1;0;1;11;10;10;9;21;19;40;LCQ Pacific;5.21;812;1650;1514;0.480140187;411;445;Rex Regnum;5.44;702;1539;1455;0.486821705;314;331
1;Pacific;Rex Regnum;Ascent;Decider;0;0;0;4;3;9;4;7;13;20;LCQ Pacific;5.44;702;1539;1455;0.486821705;314;331;Gen.G;5.38;700;1735;1457;0.464646465;414;477
1;Pacific;Gen.G;Ascent;Decider;1;1;1;9;4;4;3;13;7;20;LCQ Pacific;5.38;700;1735;1457;0.464646465;414;477;Rex Regnum;5.44;702;1539;1455;0.486821705;314;331
1;Pacific;Gen.G;Haven;Decider;1;1;1;10;5;9;4;15;13;28;LCQ Pacific;5.38;700;1735;1457;0.464646465;414;477;Talon;5.27;699;1664;1498;0.485714286;340;360
